Date,Carhart
2007-01-03 ,-0.442986473831418
2007-01-04 ,-1.27182573762904
2007-01-05 ,-0.509876873141889
2007-01-08 ,0.143851730266093
2007-01-09 ,0.115895357294895
2007-01-10 ,0.162544488262159
2007-01-11 ,0.495061246773107
2007-01-12 ,0.576493452656692
2007-01-16 ,0.73774301515807
2007-01-17 ,-0.240076434112198
2007-01-18 ,0.251615345452757
2007-01-19 ,-1.67394905595033
2007-01-22 ,0.99266394173642
2007-01-23 ,-0.0558355371464829
2007-01-24 ,1.26729247183849
2007-01-25 ,0.593874990259553
2007-01-26 ,-1.20783642575465
2007-01-29 ,0.603186096016251
2007-01-30 ,-0.118597614578335
2007-01-31 ,0.376354711405141
2007-02-01 ,0.685553237782943
2007-02-02 ,0.200127889910679
2007-02-05 ,-0.0175688180351286
2007-02-06 ,0.284750596202137
2007-02-07 ,-0.0479881937959819
2007-02-08 ,-0.31610411066785
2007-02-09 ,-0.183678160408011
2007-02-12 ,-0.735412389973428
2007-02-13 ,-0.118584022665174
2007-02-14 ,0.472422482326141
2007-02-15 ,0.200852807806279
2007-02-16 ,0.632470934620792
2007-02-20 ,0.139649646592139
2007-02-21 ,0.358193856549808
2007-02-22 ,0.0525169376862613
2007-02-23 ,-0.152220192475722
2007-02-26 ,0.0802212276784561
2007-02-27 ,-0.41567060752496
2007-02-28 ,-0.97280547800113
2007-03-01 ,0.0591329679271737
2007-03-02 ,-0.155559012811191
2007-03-05 ,-0.582578992813705
2007-03-06 ,-0.671225716640314
2007-03-07 ,0.449996696095083
2007-03-08 ,0.822740271149503
2007-03-09 ,0.810261620140357
2007-03-12 ,-0.210186916398695
2007-03-13 ,-0.313955303850365
2007-03-14 ,-0.629786688772329
2007-03-15 ,0.203594605668988
2007-03-16 ,0.550825565603222
2007-03-19 ,-0.574320164822491
2007-03-20 ,0.754307605053204
2007-03-21 ,0.245370235401547
2007-03-22 ,0.0777066284003105
2007-03-23 ,0.516361675994681
2007-03-26 ,0.243407599327145
2007-03-27 ,-0.0875313181423019
2007-03-28 ,-0.180449295296187
2007-03-29 ,-0.339772961791691
2007-03-30 ,-0.0149793692958885
2007-04-02 ,-0.155558161667619
2007-04-03 ,0.681224654752049
2007-04-04 ,0.250715793994015
2007-04-05 ,0.0696728271836232
2007-04-09 ,0.0480317411528908
2007-04-10 ,0.188821021558478
2007-04-11 ,0.0498758333092644
2007-04-12 ,-0.0684220958930304
2007-04-13 ,0.0826134207466001
2007-04-16 ,-0.415627925104896
2007-04-17 ,-0.0233459016870206
2007-04-18 ,-0.130816501835005
2007-04-19 ,-0.148768032734822
2007-04-20 ,-0.17020665366286
2007-04-23 ,0.176635979814922
2007-04-24 ,0.490082682890215
2007-04-25 ,0.340308966216052
2007-04-26 ,-0.275698556000974
2007-04-27 ,0.278261009337119
2007-04-30 ,0.798349927289173
2007-05-01 ,-0.755030833452014
2007-05-02 ,-0.695468712665977
2007-05-03 ,0.534263352729477
2007-05-04 ,0.466330009025677
2007-05-07 ,0.14293798168409
2007-05-08 ,-0.260291017142408
2007-05-09 ,0.201943712331735
2007-05-10 ,0.84530578227677
2007-05-11 ,-0.46584397200389
2007-05-14 ,0.103754641447737
2007-05-15 ,-0.163348578418709
2007-05-16 ,-0.0890017910258505
2007-05-17 ,-0.132206463360198
